movie_id,title,year,genre,director,lead_actor,imdb_rating,imdb_votes,duration_min,language,industry,source,release_month,release_season,box_office_cr,avg_user_rating,rating_normalized
TM1411,Nila Kudumbam,2015,Drama|Romance,Santhosh Narayanan dir,Jayam Ravi,7.8,2598,153,Tamil,Kollywood,synthetic,11,Winter,375.7,7.8,3.9
TM0227,Kal En Pothu,2015,Comedy,Gautham Vasudev Menon,Premji Amaren,7.7,35098,134,Tamil,Kollywood,synthetic,1,Winter,625.5,7.7,3.8
TM0075,Yennai Arindhaal,2015,Action|Crime|Thriller,Gautham Vasudev Menon,Ajith Kumar,7.6,21000,157,Tamil,Kollywood,real,6,Summer,350.2,7.6,3.8
TM0508,Kanavu Aval 4,2015,Horror|Mystery,Karthik Subbaraj,Dhruv Vikram,7.5,6450,161,Tamil,Kollywood,synthetic,9,Monsoon,190.2,7.5,3.8
TM1442,Oru En Kaadhal,2015,Action|Adventure,Gautham Vasudev Menon,Prabhu,7.5,2227,111,Tamil,Kollywood,synthetic,9,Monsoon,451.4,7.5,3.8
TM1833,Kaadu En Kadal,2015,Drama|Sport,Vetrimaaran,Jiiva,7.5,2943,162,Tamil,Kollywood,synthetic,12,Winter,12.6,7.5,3.8
TM0776,Rendu Malai,2015,Action|Drama,S. Shankar,Dhruv Vikram,7.4,1014,189,Tamil,Kollywood,synthetic,6,Summer,119.5,7.4,3.7
TM1636,Iraivi Kaavalan,2015,Action|Adventure,A.R. Murugadoss,Ajith Kumar,7.4,3227,120,Tamil,Kollywood,synthetic,12,Winter,560.8,7.4,3.7
TM0076,Vedalam,2015,Action|Thriller,Siva,Ajith Kumar,7.2,18000,152,Tamil,Kollywood,real,2,Winter,385.5,7.2,3.6
TM1443,Veli En Pakal,2015,Action|Crime|Drama,Vetrimaaran,Kamal Haasan,7.1,5182,157,Tamil,Kollywood,synthetic,11,Winter,157.3,7.1,3.6
TM1161,Muyal Kaadhal 3,2015,Drama|Sport,Bala,Atharvaa,7.0,3216,121,Tamil,Kollywood,synthetic,10,Autumn,41.1,7.0,3.5
TM1650,Aval En Malai,2015,Drama|Romance,Santhosh Narayanan dir,Samantha,6.9,7111,110,Tamil,Kollywood,synthetic,7,Monsoon,353.0,6.9,3.4
TM0304,Raja Aval 3,2015,Romance|Drama,Ameer Sultan,Arun Vijay,6.8,8700,144,Tamil,Kollywood,synthetic,12,Winter,428.9,6.8,3.4
TM0909,Naam En Vaanam,2015,Action|Sci-Fi,Selvaraghavan,Karthi,6.7,861,116,Tamil,Kollywood,synthetic,10,Autumn,474.0,6.7,3.4
TM1092,Saadu Kadal 4,2015,Drama,Bala,Shane Nigam,6.6,2917,124,Tamil,Kollywood,synthetic,8,Monsoon,356.7,6.6,3.3
TM1223,Ezhu En Pookkal,2015,Romance|Drama,Mohan Raja,Sai Pallavi,6.6,29453,150,Tamil,Kollywood,synthetic,2,Winter,61.9,6.6,3.3
TM1142,Medu En Iravu,2015,Mystery|Thriller,Atlee,Rajinikanth,6.5,10526,188,Tamil,Kollywood,synthetic,7,Monsoon,384.0,6.5,3.2
TM1864,Iravil Aasai 3,2015,Comedy|Family,Vetrimaaran,Arun Vijay,6.5,27000,177,Tamil,Kollywood,synthetic,1,Winter,459.1,6.5,3.2
TM1838,Simha Kaalam,2015,Thriller,A.R. Murugadoss,Santhanam,6.4,33429,130,Tamil,Kollywood,synthetic,11,Winter,400.8,6.4,3.2
TM0880,Rendu Azhagu,2015,Comedy,Dharani,Simbu,6.2,1773,171,Tamil,Kollywood,synthetic,7,Monsoon,460.2,6.2,3.1
TM1265,Kadhal Yudham 4,2015,Action|Fantasy,Mohan Raja,Jiiva,6.2,46681,118,Tamil,Kollywood,synthetic,3,Spring,428.4,6.2,3.1
TM1301,Theru En Naal,2015,Drama|Romance,Venkat Prabhu,Vishal,6.2,3416,172,Tamil,Kollywood,synthetic,2,Winter,103.9,6.2,3.1
TM1331,Oru Vaasam,2015,Crime|Thriller,Vijay Milton,Sivakarthikeyan,6.2,3383,189,Tamil,Kollywood,synthetic,4,Summer,236.0,6.2,3.1
TM1742,Yudham En Pothu,2015,Action|Drama,Karthik Subbaraj,Anushka Shetty,6.2,19830,189,Tamil,Kollywood,synthetic,2,Winter,123.1,6.2,3.1
TM1332,Pacha En Kaalam,2015,Drama|Mystery,Pandiraj,Jai,6.1,1325,115,Tamil,Kollywood,synthetic,12,Winter,486.4,6.1,3.0
TM0623,Veedu Iravu,2015,Action|Sci-Fi,Nelson Dilipkumar,Yogi Babu,5.9,7364,119,Tamil,Kollywood,synthetic,3,Spring,140.0,5.9,3.0
TM1028,Nadu Vizha,2015,Drama|Romance,H. Vinoth,Siddharth,5.9,1584,187,Tamil,Kollywood,synthetic,4,Summer,101.6,5.9,3.0
TM0553,Muyal En Aval,2015,Mystery|Thriller,Samuthirakani,Dhanush,5.7,17936,168,Tamil,Kollywood,synthetic,4,Summer,253.8,5.7,2.8
TM0518,Pathu Maram,2015,Action|Crime|Drama,Siva,Jai,5.6,2833,136,Tamil,Kollywood,synthetic,3,Spring,168.1,5.6,2.8
TM1974,Veli Aval,2015,Crime|Drama,Venkat Prabhu,Dhanush,5.5,116218,124,Tamil,Kollywood,synthetic,1,Winter,89.7,5.5,2.8
TM0684,Puli En Iravu,2015,Comedy|Romance,Mohan Raja,Kamal Haasan,5.4,4347,117,Tamil,Kollywood,synthetic,4,Summer,125.8,5.4,2.7
TM0484,Vellai Nilam,2015,Action|Crime|Drama,Pradeep Ranganathan,Nayanthara,5.3,3443,185,Tamil,Kollywood,synthetic,7,Monsoon,222.6,5.3,2.6
TM1801,Vaai En Aval,2015,Drama|Mystery,Dharani,Vikram,5.2,32293,190,Tamil,Kollywood,synthetic,9,Monsoon,203.0,5.2,2.6
TM0810,Pagal En Iravu,2015,Action|Crime|Drama,Ezhil,Jiiva,5.1,1515,153,Tamil,Kollywood,synthetic,12,Winter,176.0,5.1,2.6
TM1563,Neela Vizhi,2015,Action|Comedy,Atlee,Anushka Shetty,4.6,16140,128,Tamil,Kollywood,synthetic,7,Monsoon,114.1,4.6,2.3
TM1699,Simha Azhagu,2014,Drama|Sport,Badri Venkatesh,Suriya,8.8,4295,167,Tamil,Kollywood,synthetic,10,Autumn,579.8,8.8,4.4
TM1292,Naadu Kudumbam,2014,Action|Fantasy,Santhosh P. Jayakumar,Udhayanidhi Stalin,8.4,10924,119,Tamil,Kollywood,synthetic,11,Winter,627.9,8.4,4.2
TM1298,Aadal Paasam,2014,Drama,Karthik Subbaraj,Dhanush,8.2,7957,166,Tamil,Kollywood,synthetic,3,Spring,353.1,8.2,4.1
TM0060,Madras,2014,Action|Drama,Pa. Ranjith,Karthi,8.1,15000,150,Tamil,Kollywood,real,4,Summer,75.8,8.1,4.0
TM0863,Veli Natchathiram 2,2014,Comedy,Atlee,Sivakarthikeyan,8.1,7565,155,Tamil,Kollywood,synthetic,10,Autumn,547.7,8.1,4.0
TM1389,Sivappu En Naal,2014,Action|Drama,R.S. Durai Senthilkumar,Dhanush,8.1,6053,180,Tamil,Kollywood,synthetic,9,Monsoon,422.6,8.1,4.0
TM0167,Aadal Vizha,2014,Crime|Drama,Dharani,Arya,8.0,1584,185,Tamil,Kollywood,synthetic,8,Monsoon,76.8,8.0,4.0
TM0800,Paarvai En Vaanam,2014,Horror|Mystery,Mari Selvaraj,Ajith Kumar,7.9,13864,112,Tamil,Kollywood,synthetic,3,Spring,359.0,7.9,4.0
TM1136,Nee Kaavalan 4,2014,Romance|Drama,Siva,Arun Vijay,7.8,3466,179,Tamil,Kollywood,synthetic,9,Monsoon,63.1,7.8,3.9
TM1946,Veedu Kaadhal,2014,Action|Sci-Fi,Sakthi Chidambaram,Aditi Balan,7.8,11879,140,Tamil,Kollywood,synthetic,2,Winter,379.0,7.8,3.9
TM1220,Kaadu Pothu,2014,Action|Drama,Rajesh M,Sai Pallavi,7.7,3911,122,Tamil,Kollywood,synthetic,10,Autumn,238.1,7.7,3.8
TM1679,Raja En Kadal,2014,Comedy|Family,Atlee,Jiiva,7.7,3961,126,Tamil,Kollywood,synthetic,9,Monsoon,593.1,7.7,3.8
TM0483,Paarvai Pookkal,2014,Drama,K.V. Anand,Sai Pallavi,7.4,657,113,Tamil,Kollywood,synthetic,8,Monsoon,292.3,7.4,3.7
TM1578,Pattam Kadal 2,2014,Horror|Thriller,Bala,Prakash Raj,7.4,3344,139,Tamil,Kollywood,synthetic,4,Summer,430.0,7.4,3.7
TM0140,Ettu Anbu 4,2014,Biography|Drama,S. Shankar,Madhavan,7.3,1110,165,Tamil,Kollywood,synthetic,11,Winter,488.5,7.3,3.6
TM0180,Naadu En Kaadhal,2014,Family|Drama,Vignesh Shivan,Ajith Kumar,7.1,20117,116,Tamil,Kollywood,synthetic,4,Summer,407.6,7.1,3.6
TM0996,Ettu Pothu 4,2014,Family|Drama,Selvaraghavan,Vikram,7.0,23593,165,Tamil,Kollywood,synthetic,11,Winter,407.5,7.0,3.5
TM1031,Naam Iravu 2,2014,Romance|Drama,Gautham Vasudev Menon,Atharvaa,7.0,6770,122,Tamil,Kollywood,synthetic,12,Winter,275.8,7.0,3.5
TM0512,Naalu Kudumbam 4,2014,Action|Thriller,Badri Venkatesh,Simbu,6.8,36260,119,Tamil,Kollywood,synthetic,7,Monsoon,215.9,6.8,3.4
TM1194,Nadu Paasam,2014,Crime|Drama,Linguswamy,Arun Vijay,6.8,9104,154,Tamil,Kollywood,synthetic,5,Summer,373.9,6.8,3.4
TM1269,Pattam Vaasam,2014,Comedy,TJ Gnanavel,Bobby Simha,6.8,31868,144,Tamil,Kollywood,synthetic,8,Monsoon,149.3,6.8,3.4
TM1361,Naalu Paasam 4,2014,Drama,Halitha Shameem,Arya,6.8,8974,174,Tamil,Kollywood,synthetic,10,Autumn,303.3,6.8,3.4
TM1660,Pallandu Sena,2014,Crime|Thriller,Vetrimaaran,Kamal Haasan,6.8,4445,121,Tamil,Kollywood,synthetic,6,Summer,320.6,6.8,3.4
TM0672,Kaatre Iravu 2,2014,Comedy|Romance,Halitha Shameem,Prabhu,6.7,64287,138,Tamil,Kollywood,synthetic,11,Winter,99.6,6.7,3.4
TM1887,Thoongaavanam Nanbargal 4,2014,Action|Thriller,K.V. Anand,Siddharth,6.5,793,131,Tamil,Kollywood,synthetic,5,Summer,190.1,6.5,3.2
TM1770,Nila Maram,2014,Action|Crime|Drama,Pa. Ranjith,Keerthy Suresh,6.4,9894,135,Tamil,Kollywood,synthetic,1,Winter,172.0,6.4,3.2
TM0998,Nee Pothu,2014,Action|Comedy,Pandiraj,Jayam Ravi,6.3,500,156,Tamil,Kollywood,synthetic,9,Monsoon,421.6,6.3,3.2
TM0307,Ainthu Porinju 3,2014,Drama|Mystery,Karthik Subbaraj,Aari,6.1,1794,173,Tamil,Kollywood,synthetic,10,Autumn,50.1,6.1,3.0
TM0568,Aaru En Nilam,2014,Drama,Vasanthabalan,Nayanthara,6.1,4318,128,Tamil,Kollywood,synthetic,5,Summer,114.9,6.1,3.0
TM0851,Varudam Nilam 2,2014,Action|Sci-Fi,Suseenthiran,Prabhu,6.1,756,167,Tamil,Kollywood,synthetic,10,Autumn,406.2,6.1,3.0
TM1558,Kanavu Aasai 2,2014,Drama|Sport,Santhosh P. Jayakumar,Arun Vijay,6.0,923,147,Tamil,Kollywood,synthetic,7,Monsoon,171.8,6.0,3.0
TM0602,Ezhu En Nanbargal,2014,Crime|Thriller,Arivazhagan,Kajal Aggarwal,5.9,9103,114,Tamil,Kollywood,synthetic,11,Winter,167.7,5.9,3.0
TM0723,Paadu Vaasam 4,2014,Biography|Drama,Suseenthiran,Yogi Babu,5.8,2874,168,Tamil,Kollywood,synthetic,9,Monsoon,362.3,5.8,2.9
TM0242,Rani Naal 4,2014,Action|Thriller,Sudha Kongara,Prakash Raj,5.5,2426,133,Tamil,Kollywood,synthetic,7,Monsoon,120.6,5.5,2.8
TM0263,Sivappu Kathai 4,2014,Comedy|Drama,Halitha Shameem,Aari,5.4,4106,161,Tamil,Kollywood,synthetic,9,Monsoon,403.6,5.4,2.7
TM0303,Rendu Nanbargal,2014,Action|Adventure,Siva,Prashanth,5.4,1208,169,Tamil,Kollywood,synthetic,1,Winter,411.0,5.4,2.7
TM1759,Paadu Padai,2014,Drama|Sport,Venkat Prabhu,Trisha,5.4,7232,150,Tamil,Kollywood,synthetic,11,Winter,177.4,5.4,2.7
TM0648,En Paasam 2,2014,Drama|Mystery,Mohan Raja,Rahman,5.1,9282,178,Tamil,Kollywood,synthetic,10,Autumn,8.3,5.1,2.6
TM1966,Puli Nanbargal,2014,Comedy,Venkat Prabhu,Aari,5.1,21324,143,Tamil,Kollywood,synthetic,8,Monsoon,57.1,5.1,2.6
TM1688,Paadu En Maram,2013,Drama|Mystery,H. Vinoth,Ajith Kumar,8.7,5351,185,Tamil,Kollywood,synthetic,7,Monsoon,162.4,8.7,4.4
TM1976,Yudham Aval,2013,Action|Comedy,C.V. Kumar,Vikram,8.2,9077,126,Tamil,Kollywood,synthetic,5,Summer,197.3,8.2,4.1
TM0059,Vidiyum Munn,2013,Drama|Thriller,Balaji Sakthivel,Prasanna,8.0,5000,110,Tamil,Kollywood,real,2,Winter,351.8,8.0,4.0
TM1296,Ezhu Sena,2013,Action|Crime|Drama,S. Shankar,Kajal Aggarwal,7.9,7449,110,Tamil,Kollywood,synthetic,10,Autumn,438.9,7.9,4.0
TM0460,Naam Padai,2013,Comedy|Romance,S. Shankar,Arun Vijay,7.6,500,130,Tamil,Kollywood,synthetic,8,Monsoon,533.3,7.6,3.8
TM0627,Kaadu Porattam,2013,Action|Crime|Drama,C.V. Kumar,Jyotika,7.4,986,119,Tamil,Kollywood,synthetic,4,Summer,383.3,7.4,3.7
TM0724,Nenjam En Kathai,2013,Crime|Thriller,Arivazhagan,Rahman,7.3,12531,178,Tamil,Kollywood,synthetic,8,Monsoon,145.6,7.3,3.6
TM1839,Paadal Vaanam,2013,Action|Comedy,TJ Gnanavel,Prashanth,7.2,2164,123,Tamil,Kollywood,synthetic,4,Summer,534.9,7.2,3.6
TM1195,Paarvai En Nilam,2013,Drama|Sport,Mohan Raja,Siddharth,7.0,12600,169,Tamil,Kollywood,synthetic,7,Monsoon,386.5,7.0,3.5
TM1218,Paarvai Payanam 4,2013,Horror|Thriller,Siva,Simbu,7.0,679,132,Tamil,Kollywood,synthetic,7,Monsoon,174.5,7.0,3.5
TM1431,Kan Kudumbam 2,2013,Drama|Romance,Prabhu Solomon,Vikram,7.0,8800,132,Tamil,Kollywood,synthetic,11,Winter,420.6,7.0,3.5
TM1931,Un Porinju,2013,Drama|Romance,H. Vinoth,Simbu,6.9,500,162,Tamil,Kollywood,synthetic,6,Summer,336.4,6.9,3.4
TM0161,Neela En Natchathiram,2013,Drama|Mystery,A.R. Murugadoss,Keerthy Suresh,6.8,19415,171,Tamil,Kollywood,synthetic,1,Winter,68.1,6.8,3.4
TM1276,Ettu Sena 4,2013,Action|Drama,Atlee,Sai Pallavi,6.8,14351,133,Tamil,Kollywood,synthetic,2,Winter,20.8,6.8,3.4
TM0982,Manjal Kaalam 2,2013,Action|Sci-Fi,Ameer Sultan,Jiiva,6.6,1409,181,Tamil,Kollywood,synthetic,4,Summer,187.9,6.6,3.3
TM0210,Ainthu En Nanbargal,2013,Comedy|Drama,C.V. Kumar,Prakash Raj,6.5,82603,180,Tamil,Kollywood,synthetic,5,Summer,491.5,6.5,3.2
TM1486,Nee Vizhi 2,2013,Drama|Sport,Pa. Ranjith,Rahman,6.5,1436,127,Tamil,Kollywood,synthetic,12,Winter,304.7,6.5,3.2
TM1732,Malai Thozha 3,2013,Horror|Thriller,Venkat Prabhu,Jayam Ravi,6.5,2916,167,Tamil,Kollywood,synthetic,11,Winter,270.3,6.5,3.2
TM1934,Aval Pookkal 2,2013,Horror|Mystery,Prabhu Solomon,Anushka Shetty,6.5,921,115,Tamil,Kollywood,synthetic,5,Summer,405.8,6.5,3.2
TM1368,Vellai Azhagu,2013,Mystery|Thriller,Halitha Shameem,Soori,6.4,1692,130,Tamil,Kollywood,synthetic,5,Summer,42.4,6.4,3.2
TM1652,Rendu Paasam 4,2013,Action|Adventure,Sudha Kongara,Prashanth,6.4,8871,163,Tamil,Kollywood,synthetic,7,Monsoon,281.6,6.4,3.2
TM1539,Oru En Anbu,2013,Romance|Drama,S. Shankar,Prashanth,6.3,10427,181,Tamil,Kollywood,synthetic,11,Winter,346.3,6.3,3.2
TM0576,Paadal Iravu 4,2013,Action|Comedy,Ezhil,Jayam Ravi,6.2,6259,133,Tamil,Kollywood,synthetic,9,Monsoon,222.1,6.2,3.1
TM0166,Pallandu En Kaavalan,2013,Drama|Sport,Ezhil,Trisha,6.1,2617,125,Tamil,Kollywood,synthetic,1,Winter,116.5,6.1,3.0
TM0243,Paarvai Aasai 2,2013,Comedy|Family,Magizh Thirumeni,Prakash Raj,6.1,5901,170,Tamil,Kollywood,synthetic,8,Monsoon,168.3,6.1,3.0
TM1541,Kaatre Kaadhal,2013,Action|Crime|Drama,Santhosh P. Jayakumar,Udhayanidhi Stalin,6.1,55996,123,Tamil,Kollywood,synthetic,4,Summer,281.1,6.1,3.0
TM1402,Neela En Kathai,2013,Crime|Drama,Nelson Dilipkumar,Sai Pallavi,5.9,894,164,Tamil,Kollywood,synthetic,11,Winter,30.9,5.9,3.0
TM1122,Naalu Katha 2,2013,Biography|Drama,Suseenthiran,Trisha,5.8,7988,129,Tamil,Kollywood,synthetic,5,Summer,288.0,5.8,2.9
TM0676,Koodu Pakal,2013,Drama|Mystery,S. Shankar,Siddharth,5.6,26618,163,Tamil,Kollywood,synthetic,2,Winter,343.2,5.6,2.8
TM0917,Karuppu En Aval,2013,Action|Adventure,Pa. Ranjith,Jyotika,5.1,22147,125,Tamil,Kollywood,synthetic,10,Autumn,295.8,5.1,2.6
TM1764,Malai En Iravu,2013,Comedy,Bala,Suriya,4.8,2379,135,Tamil,Kollywood,synthetic,3,Spring,32.2,4.8,2.4
TM0572,Kanavu Natchathiram,2012,Family|Drama,Adhik Ravichandran,Kamal Haasan,8.8,2236,130,Tamil,Kollywood,synthetic,1,Winter,205.3,8.8,4.4
TM1799,Kan Padai 2,2012,Drama|Sport,Gautham Vasudev Menon,Prabhu,8.5,500,180,Tamil,Kollywood,synthetic,6,Summer,408.5,8.5,4.2
TM0273,Rendu En Vizhi,2012,Comedy|Family,Boopathy Pandian,Samantha,8.3,524,157,Tamil,Kollywood,synthetic,6,Summer,450.4,8.3,4.2
TM0860,Theru Kaalam 2,2012,Action|Drama,C.V. Kumar,Kamal Haasan,8.0,11279,161,Tamil,Kollywood,synthetic,5,Summer,244.7,8.0,4.0
TM1667,Manjal Kathai 3,2012,Comedy|Drama,Vijay Milton,Suriya,8.0,4288,153,Tamil,Kollywood,synthetic,10,Autumn,277.9,8.0,4.0
TM1414,Naan Pookkal 4,2012,Horror|Thriller,Rajesh M,Udhayanidhi Stalin,7.8,3135,152,Tamil,Kollywood,synthetic,12,Winter,223.6,7.8,3.9
TM1744,Semma Nilam 2,2012,Thriller,Badri Venkatesh,Siddharth,7.8,89070,138,Tamil,Kollywood,synthetic,4,Summer,532.9,7.8,3.9
TM1983,Semma Kudumbam,2012,Comedy|Drama,Magizh Thirumeni,Samantha,7.8,4679,128,Tamil,Kollywood,synthetic,4,Summer,366.3,7.8,3.9
TM1073,Veedu En Natchathiram,2012,Action|Fantasy,R.S. Durai Senthilkumar,Simbu,7.7,1589,184,Tamil,Kollywood,synthetic,8,Monsoon,60.4,7.7,3.8
TM0462,Vaai Aval 2,2012,Crime|Drama,K.S. Ravikumar,Rashmika Mandanna,7.6,2185,150,Tamil,Kollywood,synthetic,3,Spring,474.9,7.6,3.8
TM1343,Raja Sena,2012,Action|Thriller,Lokesh Kanagaraj,Vijay Sethupathi,7.6,18490,179,Tamil,Kollywood,synthetic,5,Summer,555.0,7.6,3.8
TM1410,Yudham En Kaavalan,2012,Mystery|Thriller,Halitha Shameem,Sai Pallavi,7.5,715,165,Tamil,Kollywood,synthetic,7,Monsoon,518.6,7.5,3.8
TM1656,Nila Nilam 2,2012,Family|Drama,Pradeep Ranganathan,Sivakarthikeyan,7.5,38927,113,Tamil,Kollywood,synthetic,10,Autumn,575.9,7.5,3.8
TM1262,Neela Aval,2012,Crime|Thriller,Atlee,Prakash Raj,7.4,10339,186,Tamil,Kollywood,synthetic,11,Winter,576.6,7.4,3.7
TM0748,Puli Natchathiram 2,2012,Action|Adventure,Venkat Prabhu,Bobby Simha,7.3,5286,124,Tamil,Kollywood,synthetic,6,Summer,471.0,7.3,3.6
TM0063,Maattrraan,2012,Action|Sci-Fi|Thriller,K.V. Anand,Suriya,7.2,16000,172,Tamil,Kollywood,real,5,Summer,273.8,7.2,3.6
TM0293,Theru Payanam 2,2012,Mystery|Thriller,C.V. Kumar,Samantha,7.2,903,149,Tamil,Kollywood,synthetic,5,Summer,206.7,7.2,3.6
TM1116,Ainthu Sena,2012,Comedy,Santhosh P. Jayakumar,Jai,7.2,2609,182,Tamil,Kollywood,synthetic,8,Monsoon,82.9,7.2,3.6
TM1907,Saadu Natchathiram 2,2012,Action|Adventure,Magizh Thirumeni,Nayanthara,7.2,5888,132,Tamil,Kollywood,synthetic,12,Winter,346.6,7.2,3.6
TM0485,Oru Iravu 4,2012,Drama|Romance,Atlee,Shane Nigam,7.1,4980,188,Tamil,Kollywood,synthetic,11,Winter,180.8,7.1,3.6
TM0773,Ettu Sena,2012,Horror|Thriller,Santhosh P. Jayakumar,Atharvaa,7.1,11310,147,Tamil,Kollywood,synthetic,7,Monsoon,211.5,7.1,3.6
TM1121,Vaai Yudham 2,2012,Biography|Drama,A.R. Murugadoss,Bobby Simha,7.1,8535,119,Tamil,Kollywood,synthetic,2,Winter,177.5,7.1,3.6
TM1528,Varudam Kaavalan,2012,Mystery|Thriller,C.V. Kumar,Kamal Haasan,7.1,91197,158,Tamil,Kollywood,synthetic,2,Winter,426.3,7.1,3.6
TM1771,Pagal Kudumbam 2,2012,Action|Drama,Nelson Dilipkumar,Soori,7.1,5921,163,Tamil,Kollywood,synthetic,6,Summer,380.7,7.1,3.6
TM0149,Naalu En Sena,2012,Mystery|Thriller,Adhik Ravichandran,Premji Amaren,7.0,4580,141,Tamil,Kollywood,synthetic,1,Winter,316.8,7.0,3.5
TM0437,Por Kudumbam,2012,Comedy,TJ Gnanavel,Madhavan,6.9,615,173,Tamil,Kollywood,synthetic,4,Summer,359.5,6.9,3.4
TM1376,Kan Maram,2012,Action|Thriller,Mohan Raja,Rajinikanth,6.9,2481,159,Tamil,Kollywood,synthetic,12,Winter,522.1,6.9,3.4
TM0370,Iravil En Kadal,2012,Action|Thriller,Gautham Vasudev Menon,Rajinikanth,6.8,3701,114,Tamil,Kollywood,synthetic,6,Summer,101.9,6.8,3.4
TM1919,Nila En Nilam,2012,Biography|Drama,Mari Selvaraj,Santhanam,6.7,11056,120,Tamil,Kollywood,synthetic,6,Summer,489.1,6.7,3.4
TM1981,Nenjam Kutumbam 2,2012,Action|Sci-Fi,Vignesh Shivan,Arun Vijay,6.7,13522,119,Tamil,Kollywood,synthetic,5,Summer,60.1,6.7,3.4
TM1010,Kadhal Thozha,2012,Comedy|Drama,A.R. Murugadoss,Rashmika Mandanna,6.6,13878,140,Tamil,Kollywood,synthetic,10,Autumn,78.9,6.6,3.3
TM1398,Paadu Sena,2012,Crime|Thriller,C.V. Kumar,Jai,6.5,522,176,Tamil,Kollywood,synthetic,11,Winter,362.7,6.5,3.2
TM0954,Rani Kaavalan 4,2012,Action|Thriller,Linguswamy,Kajal Aggarwal,6.4,4808,175,Tamil,Kollywood,synthetic,4,Summer,215.5,6.4,3.2
TM1109,Pathu Porattam 4,2012,Drama|Romance,Nelson Dilipkumar,Aditi Balan,6.4,4710,163,Tamil,Kollywood,synthetic,9,Monsoon,475.5,6.4,3.2
TM1677,Karuppu Aval 3,2012,Action|Sci-Fi,Arivazhagan,Aari,6.4,90648,151,Tamil,Kollywood,synthetic,8,Monsoon,310.3,6.4,3.2
TM0778,Naan En Pakal,2012,Thriller,Raju Murugan,Dhanush,6.2,3882,124,Tamil,Kollywood,synthetic,1,Winter,216.2,6.2,3.1
TM1406,Karuppu Kaadhal 2,2012,Action|Thriller,Bala,Jyotika,6.2,1450,171,Tamil,Kollywood,synthetic,9,Monsoon,120.2,6.2,3.1
TM0760,Manjal Porattam,2012,Biography|Drama,C.V. Kumar,Prashanth,5.9,32064,177,Tamil,Kollywood,synthetic,1,Winter,286.5,5.9,3.0
TM0122,Semma Vizhi,2012,Horror|Thriller,A.R. Murugadoss,Rashmika Mandanna,5.7,6046,170,Tamil,Kollywood,synthetic,2,Winter,299.1,5.7,2.8
TM1062,Rendu En Malai,2012,Drama|Sport,Ameer Sultan,Keerthy Suresh,5.7,863,160,Tamil,Kollywood,synthetic,6,Summer,401.8,5.7,2.8
TM0666,Puli En Kaavalan,2012,Action|Drama,Ezhil,Jyotika,5.5,7698,173,Tamil,Kollywood,synthetic,5,Summer,373.3,5.5,2.8
TM1708,Un En Porattam,2012,Action|Drama,Pandiraj,Jai,5.5,38009,134,Tamil,Kollywood,synthetic,10,Autumn,311.0,5.5,2.8
TM0361,Kaatre En Aasai,2012,Drama,Samuthirakani,Soori,5.4,3148,140,Tamil,Kollywood,synthetic,2,Winter,421.0,5.4,2.7
TM0839,Veedu Yudham,2012,Action|Sci-Fi,Mari Selvaraj,Aditi Balan,4.9,11228,176,Tamil,Kollywood,synthetic,6,Summer,323.2,4.9,2.4
TM1334,Nenjam Sena,2011,Action|Fantasy,Arivazhagan,Dhruv Vikram,8.8,1679,160,Tamil,Kollywood,synthetic,10,Autumn,613.8,8.8,4.4
TM1279,Ainthu Kutumbam 2,2011,Drama|Romance,Venkat Prabhu,Dhruv Vikram,8.4,12346,139,Tamil,Kollywood,synthetic,11,Winter,83.4,8.4,4.2
TM1425,Ezhu Vizha,2011,Romance|Drama,TJ Gnanavel,Arun Vijay,8.3,28844,157,Tamil,Kollywood,synthetic,2,Winter,523.8,8.3,4.2
TM1550,Pathu Kathai 2,2011,Action|Sci-Fi,Ezhil,Santhanam,8.3,5136,126,Tamil,Kollywood,synthetic,6,Summer,449.9,8.3,4.2
TM0329,Rani En Kudumbam,2011,Action|Comedy,Sudha Kongara,Aari,8.2,1037,164,Tamil,Kollywood,synthetic,3,Spring,208.5,8.2,4.1
TM0339,Iravil En Maram,2011,Romance|Drama,Sudha Kongara,Udhayanidhi Stalin,8.2,8213,185,Tamil,Kollywood,synthetic,3,Spring,72.7,8.2,4.1
TM0963,Muyal En Vaanam,2011,Comedy,Dharani,Aditi Balan,8.2,2564,132,Tamil,Kollywood,synthetic,11,Winter,391.2,8.2,4.1
TM1023,Oru En Pothu,2011,Mystery|Thriller,Magizh Thirumeni,Soori,8.2,15668,135,Tamil,Kollywood,synthetic,2,Winter,483.8,8.2,4.1
TM0189,Varudam En Vizha,2011,Comedy|Family,Gautham Vasudev Menon,Keerthy Suresh,8.0,12058,122,Tamil,Kollywood,synthetic,5,Summer,312.0,8.0,4.0
TM0624,Mazhai En Pakal,2011,Action|Fantasy,Ezhil,Karthi,7.9,3574,187,Tamil,Kollywood,synthetic,4,Summer,403.9,7.9,4.0
TM0843,Nadu Padai 3,2011,Biography|Drama,A.R. Murugadoss,Arun Vijay,7.8,851,143,Tamil,Kollywood,synthetic,7,Monsoon,183.1,7.8,3.9
TM0898,Paadu Katha,2011,Drama|Romance,Mohan Raja,Trisha,7.8,4537,141,Tamil,Kollywood,synthetic,10,Autumn,83.9,7.8,3.9
TM0937,Naadu Katha 4,2011,Action|Drama,Karthik Subbaraj,Rajinikanth,7.8,7003,155,Tamil,Kollywood,synthetic,12,Winter,515.9,7.8,3.9
