movieId,title,genres,actors,rating
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,Meryl Streep,8.4
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,"Meryl Streep, Morgan Freeman",4.4
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,"Meryl Streep, Jennifer Lawrence, Scarlett Johansson",8.9
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,"Morgan Freeman, Audrey Hepburn",7.1
310,Rent-a-Kid (1995),Comedy,"Jennifer Lawrence, Angelina Jolie, Clint Eastwood",4.7
311,Relative Fear (1994),Horror|Thriller,"Johnny Depp, Morgan Freeman",9.1
312,Stuart Saves His Family (1995),Comedy,Jack Nicholson,5.7
313,"Swan Princess, The (1994)",Animation|Children,"Scarlett Johansson, Brad Pitt",9.7
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,"Angelina Jolie, Tom Hanks, Al Pacino",9.5
315,"Specialist, The (1994)",Action|Drama|Thriller,Jennifer Lawrence,9.9
316,Stargate (1994),Action|Adventure|Sci-Fi,"Jack Nicholson, Tom Hanks, Scarlett Johansson",6.4
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,"Audrey Hepburn, Clint Eastwood",8.0
318,"Shawshank Redemption, The (1994)",Crime|Drama,"Morgan Freeman, Tom Hanks",6.8
319,Shallow Grave (1994),Comedy|Drama|Thriller,Jack Nicholson,3.9
320,Suture (1993),Film-Noir|Thriller,"Denzel Washington, Leonardo DiCaprio, Robert De Niro",9.8
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Tom Hanks,8.4
322,Swimming with Sharks (1995),Comedy|Drama,Clint Eastwood,6.3
324,"Sum of Us, The (1994)",Comedy|Drama,"Emma Watson, Clint Eastwood, Brad Pitt",6.7
325,National Lampoon's Senior Trip (1995),Comedy,Leonardo DiCaprio,3.7
326,To Live (Huozhe) (1994),Drama,Clint Eastwood,9.6
327,Tank Girl (1995),Action|Comedy|Sci-Fi,"Clint Eastwood, Tom Hanks, Angelina Jolie",7.2
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,Scarlett Johansson,9.5
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,Morgan Freeman,7.8
330,Tales from the Hood (1995),Action|Crime|Horror,Scarlett Johansson,6.2
331,Tom & Viv (1994),Drama,Martin Scorsese,4.5
332,Village of the Damned (1995),Horror|Sci-Fi,"Jack Nicholson, Denzel Washington",3.8
333,Tommy Boy (1995),Comedy,Scarlett Johansson,5.7
334,Vanya on 42nd Street (1994),Drama,"Denzel Washington, Emma Watson",8.6
335,Underneath (1995),Mystery|Thriller,"Morgan Freeman, Scarlett Johansson",9.0
336,"Walking Dead, The (1995)",Drama|War,Audrey Hepburn,6.0
337,What's Eating Gilbert Grape (1993),Drama,"Meryl Streep, Scarlett Johansson, Audrey Hepburn",5.6
338,Virtuosity (1995),Action|Sci-Fi|Thriller,Audrey Hepburn,6.0
339,While You Were Sleeping (1995),Comedy|Romance,"Jack Nicholson, Al Pacino",7.3
340,"War, The (1994)",Adventure|Drama|War,"Meryl Streep, Jack Nicholson",3.3
341,Double Happiness (1994),Drama,"Denzel Washington, Jack Nicholson",8.1
342,Muriel's Wedding (1994),Comedy,"Tom Hanks, Christopher Nolan",5.4
343,"Baby-Sitters Club, The (1995)",Children,"Leonardo DiCaprio, Meryl Streep, Tom Cruise",4.5
344,Ace Ventura: Pet Detective (1994),Comedy,"Johnny Depp, Brad Pitt",7.7
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,"Leonardo DiCaprio, Jack Nicholson, Robert De Niro",4.7
346,Backbeat (1993),Drama|Musical,"Robert De Niro, Emma Watson",7.3
347,Bitter Moon (1992),Drama|Film-Noir|Romance,"Clint Eastwood, Martin Scorsese, Audrey Hepburn",3.3
348,Bullets Over Broadway (1994),Comedy,"Denzel Washington, Tom Hanks, Johnny Depp",8.8
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,Audrey Hepburn,3.2
350,"Client, The (1994)",Drama|Mystery|Thriller,Brad Pitt,5.8
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,Denzel Washington,4.1
352,Crooklyn (1994),Comedy|Drama,"Steven Spielberg, Tom Hanks, Morgan Freeman",9.0
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,"Audrey Hepburn, Christopher Nolan",9.7
354,Cobb (1994),Drama,Christopher Nolan,3.0
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,"Denzel Washington, Al Pacino, Meryl Streep",8.4
356,Forrest Gump (1994),Comedy|Drama|Romance|War,"Christopher Nolan, Leonardo DiCaprio, Tom Hanks",9.1
357,Four Weddings and a Funeral (1994),Comedy|Romance,Meryl Streep,3.9
358,Higher Learning (1995),Drama,Tom Hanks,3.4
359,I Like It Like That (1994),Comedy|Drama|Romance,Audrey Hepburn,3.7
360,I Love Trouble (1994),Action|Comedy,"Leonardo DiCaprio, Jennifer Lawrence",3.6
361,It Could Happen to You (1994),Comedy|Drama|Romance,"Leonardo DiCaprio, Jack Nicholson",7.7
362,"Jungle Book, The (1994)",Adventure|Children|Romance,Tom Cruise,5.8
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,"Emma Watson, Angelina Jolie, Clint Eastwood",3.8
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,"Jack Nicholson, Jennifer Lawrence, Christopher Nolan",3.9
365,Little Buddha (1993),Drama,"Audrey Hepburn, Brad Pitt, Steven Spielberg",6.0
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,Audrey Hepburn,4.6
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,"Jack Nicholson, Robert De Niro, Leonardo DiCaprio",6.7
368,Maverick (1994),Adventure|Comedy|Western,Robert De Niro,4.6
369,Mrs. Parker and the Vicious Circle (1994),Drama,"Leonardo DiCaprio, Tom Cruise, Meryl Streep",6.3
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,"Meryl Streep, Brad Pitt",5.3
371,"Paper, The (1994)",Comedy|Drama,Al Pacino,9.9
372,Reality Bites (1994),Comedy|Drama|Romance,"Jack Nicholson, Meryl Streep",5.8
373,Red Rock West (1992),Thriller,"Audrey Hepburn, Martin Scorsese, Christopher Nolan",9.8
374,Richie Rich (1994),Children|Comedy,Brad Pitt,3.5
375,Safe Passage (1994),Drama,"Leonardo DiCaprio, Meryl Streep",9.2
376,"River Wild, The (1994)",Action|Thriller,"Johnny Depp, Angelina Jolie",9.4
377,Speed (1994),Action|Romance|Thriller,"Morgan Freeman, Al Pacino, Leonardo DiCaprio",9.5
378,Speechless (1994),Comedy|Romance,"Audrey Hepburn, Tom Hanks",9.7
379,Timecop (1994),Action|Sci-Fi|Thriller,Tom Cruise,7.7
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,Robert De Niro,9.5
381,When a Man Loves a Woman (1994),Drama|Romance,"Steven Spielberg, Denzel Washington",3.9
382,Wolf (1994),Drama|Horror|Romance|Thriller,"Robert De Niro, Jennifer Lawrence, Tom Cruise",5.8
383,Wyatt Earp (1994),Western,Scarlett Johansson,7.4
384,Bad Company (1995),Action|Crime|Drama,"Jack Nicholson, Angelina Jolie",8.0
385,"Man of No Importance, A (1994)",Drama,Leonardo DiCaprio,3.9
386,S.F.W. (1994),Drama,"Brad Pitt, Robert De Niro",9.4
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,Angelina Jolie,7.8
388,Boys Life (1995),Drama,"Johnny Depp, Denzel Washington, Christopher Nolan",3.3
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,Tom Hanks,3.9
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,Brad Pitt,8.2
391,Jason's Lyric (1994),Crime|Drama,"Martin Scorsese, Robert De Niro",4.6
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,Scarlett Johansson,8.3
393,Street Fighter (1994),Action|Adventure|Fantasy,"Morgan Freeman, Leonardo DiCaprio, Steven Spielberg",3.5
394,Coldblooded (1995),Comedy,Morgan Freeman,5.7
395,Desert Winds (1995),Drama|Fantasy|Romance,"Steven Spielberg, Brad Pitt, Jack Nicholson",8.4
396,Fall Time (1995),Drama,"Tom Cruise, Robert De Niro, Christopher Nolan",9.4
397,"Fear, The (1995)",Horror,"Brad Pitt, Martin Scorsese, Audrey Hepburn",8.0
398,Frank and Ollie (1995),Documentary,Scarlett Johansson,8.7
399,Girl in the Cadillac (1995),Drama,"Angelina Jolie, Emma Watson",6.9
400,Homage (1995),Drama,Scarlett Johansson,9.4
401,Mirage (1995),Action|Thriller,"Denzel Washington, Audrey Hepburn, Clint Eastwood",4.0
402,Open Season (1996),Comedy,"Martin Scorsese, Brad Pitt",5.7
403,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama,"Clint Eastwood, Jennifer Lawrence",9.6
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,"Audrey Hepburn, Al Pacino",9.5
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,Denzel Washington,6.9
406,Federal Hill (1994),Drama,Robert De Niro,5.8
407,In the Mouth of Madness (1995),Horror|Thriller,"Angelina Jolie, Martin Scorsese, Audrey Hepburn",9.8
408,8 Seconds (1994),Drama,Robert De Niro,10.0
409,Above the Rim (1994),Crime|Drama,Angelina Jolie,9.9
410,Addams Family Values (1993),Children|Comedy|Fantasy,"Robert De Niro, Meryl Streep",3.6
411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,Brad Pitt,9.0
412,"Age of Innocence, The (1993)",Drama,Angelina Jolie,3.4
413,Airheads (1994),Comedy,"Morgan Freeman, Al Pacino, Angelina Jolie",5.0
414,"Air Up There, The (1994)",Comedy,"Jennifer Lawrence, Tom Cruise",7.3
415,Another Stakeout (1993),Comedy|Thriller,"Leonardo DiCaprio, Scarlett Johansson, Denzel Washington",4.1
416,Bad Girls (1994),Western,Christopher Nolan,8.8
417,Barcelona (1994),Comedy|Romance,Johnny Depp,7.1
418,Being Human (1993),Drama,Tom Cruise,9.5
419,"Beverly Hillbillies, The (1993)",Comedy,"Martin Scorsese, Steven Spielberg, Meryl Streep",8.9
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,"Meryl Streep, Jack Nicholson",3.5
421,Black Beauty (1994),Adventure|Children|Drama,"Jack Nicholson, Martin Scorsese",9.6
422,Blink (1994),Thriller,"Christopher Nolan, Steven Spielberg",8.1
423,Blown Away (1994),Action|Thriller,"Johnny Depp, Leonardo DiCaprio",9.3
424,Blue Chips (1994),Drama,Robert De Niro,6.4
425,Blue Sky (1994),Drama|Romance,"Leonardo DiCaprio, Tom Cruise",9.9
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,"Martin Scorsese, Christopher Nolan",5.2
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,"Audrey Hepburn, Al Pacino, Brad Pitt",9.4
428,"Bronx Tale, A (1993)",Drama,Robert De Niro,3.3
429,Cabin Boy (1994),Comedy,"Jennifer Lawrence, Scarlett Johansson, Christopher Nolan",7.9
430,Calendar Girl (1993),Comedy|Drama,"Emma Watson, Robert De Niro",6.3
431,Carlito's Way (1993),Crime|Drama,Tom Hanks,7.9
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,"Angelina Jolie, Christopher Nolan",3.5
433,Clean Slate (1994),Comedy,"Emma Watson, Jennifer Lawrence",6.4
434,Cliffhanger (1993),Action|Adventure|Thriller,Leonardo DiCaprio,9.8
435,Coneheads (1993),Comedy|Sci-Fi,"Jennifer Lawrence, Johnny Depp, Steven Spielberg",9.0
436,Color of Night (1994),Drama|Thriller,Leonardo DiCaprio,5.1
437,Cops and Robbersons (1994),Comedy,Morgan Freeman,5.3
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,Christopher Nolan,8.4
439,Dangerous Game (1993),Drama,"Johnny Depp, Steven Spielberg",6.5
440,Dave (1993),Comedy|Romance,"Johnny Depp, Robert De Niro",6.2
441,Dazed and Confused (1993),Comedy,"Christopher Nolan, Denzel Washington",5.8
442,Demolition Man (1993),Action|Adventure|Sci-Fi,"Johnny Depp, Denzel Washington, Steven Spielberg",5.9
443,"Endless Summer 2, The (1994)",Adventure|Documentary,"Christopher Nolan, Clint Eastwood, Meryl Streep",3.6
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,"Johnny Depp, Morgan Freeman",7.2
445,Fatal Instinct (1993),Comedy,"Jennifer Lawrence, Denzel Washington",3.8
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,"Brad Pitt, Christopher Nolan, Leonardo DiCaprio",4.8
447,"Favor, The (1994)",Comedy|Romance,"Meryl Streep, Audrey Hepburn, Brad Pitt",3.7
448,Fearless (1993),Drama,Meryl Streep,9.0
449,Fear of a Black Hat (1994),Comedy,"Morgan Freeman, Emma Watson",4.4
450,With Honors (1994),Comedy|Drama,"Brad Pitt, Jack Nicholson, Meryl Streep",3.2
451,Flesh and Bone (1993),Drama|Mystery|Romance,"Brad Pitt, Denzel Washington, Tom Cruise",6.8
452,Widows' Peak (1994),Drama,"Johnny Depp, Martin Scorsese",5.6
453,For Love or Money (1993),Comedy|Romance,"Robert De Niro, Tom Hanks, Steven Spielberg",6.8
454,"Firm, The (1993)",Drama|Thriller,"Al Pacino, Angelina Jolie",6.0
455,Free Willy (1993),Adventure|Children|Drama,"Martin Scorsese, Clint Eastwood, Morgan Freeman",5.8
456,Fresh (1994),Crime|Drama|Thriller,"Tom Hanks, Johnny Depp",6.5
457,"Fugitive, The (1993)",Thriller,"Jack Nicholson, Scarlett Johansson",4.0
458,Geronimo: An American Legend (1993),Drama|Western,Morgan Freeman,4.1
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,"Denzel Washington, Robert De Niro, Leonardo DiCaprio",4.3
460,Getting Even with Dad (1994),Comedy,"Scarlett Johansson, Jack Nicholson",9.5
461,Go Fish (1994),Drama|Romance,Leonardo DiCaprio,7.0
462,"Good Man in Africa, A (1994)",Action|Adventure,"Al Pacino, Christopher Nolan, Clint Eastwood",9.4
463,Guilty as Sin (1993),Crime|Drama|Thriller,"Tom Cruise, Scarlett Johansson, Meryl Streep",6.4
464,Hard Target (1993),Action|Adventure|Crime|Thriller,"Robert De Niro, Morgan Freeman, Tom Cruise",4.0
465,Heaven & Earth (1993),Action|Drama|War,"Tom Hanks, Christopher Nolan, Angelina Jolie",5.2
466,Hot Shots! Part Deux (1993),Action|Comedy|War,"Scarlett Johansson, Angelina Jolie",6.1
467,Live Nude Girls (1995),Comedy,"Jennifer Lawrence, Tom Cruise",5.8
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,"Meryl Streep, Emma Watson",5.8
469,"House of the Spirits, The (1993)",Drama|Romance,Martin Scorsese,3.9
470,House Party 3 (1994),Comedy,"Scarlett Johansson, Meryl Streep, Steven Spielberg",6.5
471,"Hudsucker Proxy, The (1994)",Comedy,Leonardo DiCaprio,8.0
472,I'll Do Anything (1994),Comedy|Drama,Audrey Hepburn,3.4
473,In the Army Now (1994),Comedy|War,"Al Pacino, Tom Cruise, Tom Hanks",4.9
474,In the Line of Fire (1993),Action|Thriller,Audrey Hepburn,3.9
475,In the Name of the Father (1993),Drama,Scarlett Johansson,6.3
476,"Inkwell, The (1994)",Comedy|Drama,"Scarlett Johansson, Angelina Jolie, Tom Cruise",6.0
477,What's Love Got to Do with It? (1993),Drama|Musical,"Christopher Nolan, Martin Scorsese",7.1
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,Tom Hanks,3.5
479,Judgment Night (1993),Action|Crime|Thriller,"Christopher Nolan, Jack Nicholson",9.1
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,Martin Scorsese,5.9
481,Kalifornia (1993),Drama|Thriller,Brad Pitt,9.2
482,Killing Zoe (1994),Crime|Drama|Thriller,"Brad Pitt, Audrey Hepburn, Jennifer Lawrence",5.3
483,King of the Hill (1993),Drama,"Jennifer Lawrence, Robert De Niro",9.1
484,Lassie (1994),Adventure|Children,"Martin Scorsese, Jack Nicholson, Clint Eastwood",7.6
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,Jack Nicholson,4.2
486,Life with Mikey (1993),Comedy,"Jack Nicholson, Tom Hanks",3.3
487,Lightning Jack (1994),Comedy|Western,Clint Eastwood,7.8
488,M. Butterfly (1993),Drama|Romance,"Clint Eastwood, Johnny Depp",5.5
489,Made in America (1993),Comedy,Morgan Freeman,4.6
490,Malice (1993),Thriller,Brad Pitt,5.0
491,"Man Without a Face, The (1993)",Drama,"Robert De Niro, Clint Eastwood",9.9
492,Manhattan Murder Mystery (1993),Comedy|Mystery,"Tom Cruise, Denzel Washington, Martin Scorsese",6.2
493,Menace II Society (1993),Action|Crime|Drama,Jennifer Lawrence,5.1
494,Executive Decision (1996),Action|Adventure|Thriller,"Robert De Niro, Steven Spielberg, Leonardo DiCaprio",3.1
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,"Angelina Jolie, Scarlett Johansson",5.7
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,Al Pacino,7.8
497,Much Ado About Nothing (1993),Comedy|Romance,"Morgan Freeman, Steven Spielberg, Al Pacino",6.1
498,Mr. Jones (1993),Drama|Romance,"Jennifer Lawrence, Tom Cruise",7.3
499,Mr. Wonderful (1993),Comedy|Romance,Leonardo DiCaprio,10.0
500,Mrs. Doubtfire (1993),Comedy|Drama,"Meryl Streep, Emma Watson, Denzel Washington",4.6
501,Naked (1993),Drama,"Steven Spielberg, Martin Scorsese, Leonardo DiCaprio",8.0
502,"Next Karate Kid, The (1994)",Action|Children|Romance,Scarlett Johansson,6.5
503,"New Age, The (1994)",Drama,"Jack Nicholson, Meryl Streep, Angelina Jolie",5.4
504,No Escape (1994),Action|Drama|Sci-Fi,"Tom Cruise, Brad Pitt, Clint Eastwood",6.4
505,North (1994),Comedy,"Tom Hanks, Johnny Depp",3.8
506,Orlando (1992),Drama|Fantasy|Romance,Clint Eastwood,7.1
507,"Perfect World, A (1993)",Crime|Drama|Thriller,"Leonardo DiCaprio, Tom Hanks",3.4
508,Philadelphia (1993),Drama,"Denzel Washington, Jack Nicholson, Leonardo DiCaprio",9.0
509,"Piano, The (1993)",Drama|Romance,Brad Pitt,3.7
510,Poetic Justice (1993),Drama,"Meryl Streep, Steven Spielberg, Jennifer Lawrence",6.4
511,"Program, The (1993)",Action|Drama,"Audrey Hepburn, Johnny Depp",8.3
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,"Steven Spielberg, Emma Watson",6.1
513,Radioland Murders (1994),Comedy|Mystery|Romance,Clint Eastwood,8.8
514,"Ref, The (1994)",Comedy,Clint Eastwood,5.2
515,"Remains of the Day, The (1993)",Drama|Romance,"Jack Nicholson, Brad Pitt",4.9
516,Renaissance Man (1994),Comedy|Drama,Scarlett Johansson,4.4
517,Rising Sun (1993),Action|Drama|Mystery,"Christopher Nolan, Morgan Freeman, Tom Hanks",8.0
518,"Road to Wellville, The (1994)",Comedy,"Al Pacino, Jack Nicholson",7.4
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,Denzel Washington,7.2
520,Robin Hood: Men in Tights (1993),Comedy,"Denzel Washington, Jennifer Lawrence, Tom Hanks",3.8
521,Romeo Is Bleeding (1993),Crime|Thriller,Jennifer Lawrence,5.3
522,Romper Stomper (1992),Action|Drama,Meryl Streep,8.6
523,Ruby in Paradise (1993),Drama,"Jack Nicholson, Leonardo DiCaprio",4.2
524,Rudy (1993),Drama,"Scarlett Johansson, Brad Pitt",10.0
525,"Saint of Fort Washington, The (1993)",Drama,Tom Cruise,4.7
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,"Martin Scorsese, Emma Watson, Leonardo DiCaprio",5.0
527,Schindler's List (1993),Drama|War,Johnny Depp,9.0
528,"Scout, The (1994)",Comedy|Drama,"Morgan Freeman, Scarlett Johansson",5.6
529,Searching for Bobby Fischer (1993),Drama,"Leonardo DiCaprio, Christopher Nolan, Steven Spielberg",8.5
530,Second Best (1994),Drama,Steven Spielberg,9.2
531,"Secret Garden, The (1993)",Children|Drama,"Martin Scorsese, Tom Cruise, Scarlett Johansson",3.2
532,Serial Mom (1994),Comedy|Crime|Horror,"Scarlett Johansson, Christopher Nolan",7.9
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,"Morgan Freeman, Jennifer Lawrence, Tom Hanks",9.1
534,Shadowlands (1993),Drama|Romance,"Steven Spielberg, Emma Watson",5.2
535,Short Cuts (1993),Drama,"Johnny Depp, Leonardo DiCaprio",8.1
536,"Simple Twist of Fate, A (1994)",Drama,"Tom Cruise, Angelina Jolie, Robert De Niro",9.9
537,Sirens (1994),Drama,"Denzel Washington, Christopher Nolan",5.9
538,Six Degrees of Separation (1993),Drama,Steven Spielberg,5.0
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,"Leonardo DiCaprio, Clint Eastwood",9.5
540,Sliver (1993),Thriller,Jennifer Lawrence,9.9
541,Blade Runner (1982),Action|Sci-Fi|Thriller,"Robert De Niro, Tom Cruise",3.7
542,Son in Law (1993),Comedy|Drama|Romance,"Johnny Depp, Jennifer Lawrence",9.8
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,Tom Cruise,8.2
544,Striking Distance (1993),Action|Crime,"Johnny Depp, Martin Scorsese",5.9
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,"Scarlett Johansson, Al Pacino, Brad Pitt",3.8
547,Surviving the Game (1994),Action|Adventure|Thriller,Jack Nicholson,4.3
548,Terminal Velocity (1994),Action|Mystery|Thriller,"Angelina Jolie, Christopher Nolan",9.3
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,"Martin Scorsese, Meryl Streep, Johnny Depp",7.1
550,Threesome (1994),Comedy|Romance,"Steven Spielberg, Clint Eastwood, Emma Watson",9.5
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,"Robert De Niro, Al Pacino",6.9
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,"Denzel Washington, Meryl Streep",6.5
553,Tombstone (1993),Action|Drama|Western,"Jennifer Lawrence, Tom Cruise, Leonardo DiCaprio",5.4
554,Trial by Jury (1994),Crime|Drama|Thriller,Morgan Freeman,8.7
555,True Romance (1993),Crime|Thriller,Johnny Depp,6.1
556,"War Room, The (1993)",Documentary,"Meryl Streep, Jennifer Lawrence",4.8
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,"Emma Watson, Brad Pitt",8.9
559,"Paris, France (1993)",Comedy,Christopher Nolan,3.9
560,"Beans of Egypt, Maine, The (1994)",Drama,"Angelina Jolie, Robert De Niro, Tom Cruise",9.8
561,Killer (Bulletproof Heart) (1994),Drama|Thriller,Steven Spielberg,9.4
562,Welcome to the Dollhouse (1995),Comedy|Drama,Tom Hanks,4.1
563,Germinal (1993),Drama|Romance,Martin Scorsese,9.9
564,Chasers (1994),Comedy,"Meryl Streep, Audrey Hepburn, Clint Eastwood",5.8
565,Cronos (1993),Drama|Horror,"Scarlett Johansson, Jennifer Lawrence",9.4
566,Naked in New York (1994),Comedy|Romance,Meryl Streep,3.2
567,Kika (1993),Comedy|Drama,"Al Pacino, Leonardo DiCaprio, Scarlett Johansson",4.4
568,Bhaji on the Beach (1993),Comedy|Drama,"Clint Eastwood, Johnny Depp, Emma Watson",7.0
569,Little Big League (1994),Comedy|Drama,"Jennifer Lawrence, Denzel Washington, Audrey Hepburn",3.4
570,"Slingshot, The (Kådisbellan) (1993)",Comedy|Drama,"Tom Cruise, Johnny Depp",8.0
571,"Wedding Gift, The (1994)",Drama|Romance,"Angelina Jolie, Steven Spielberg, Robert De Niro",5.8
572,Foreign Student (1994),Drama,"Leonardo DiCaprio, Denzel Washington, Martin Scorsese",9.9
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,"Scarlett Johansson, Emma Watson",3.2
574,Spanking the Monkey (1994),Comedy|Drama,Christopher Nolan,5.3
575,"Little Rascals, The (1994)",Children|Comedy,"Morgan Freeman, Meryl Streep, Martin Scorsese",9.3
576,Fausto (1993),Comedy,"Scarlett Johansson, Brad Pitt, Tom Hanks",6.6
577,Andre (1994),Adventure|Children|Drama,"Steven Spielberg, Clint Eastwood, Meryl Streep",4.8
579,"Escort, The (Scorta, La) (1993)",Crime|Thriller,"Denzel Washington, Morgan Freeman, Christopher Nolan",4.8
580,Princess Caraboo (1994),Drama,"Meryl Streep, Al Pacino, Angelina Jolie",8.1
581,"Celluloid Closet, The (1995)",Documentary,"Scarlett Johansson, Steven Spielberg",4.1
582,Métisse (Café au Lait) (1993),Comedy|Drama,Christopher Nolan,6.0
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,Johnny Depp,8.7
584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama|Romance,"Emma Watson, Denzel Washington, Brad Pitt",8.1
585,"Brady Bunch Movie, The (1995)",Comedy,Robert De Niro,4.6
586,Home Alone (1990),Children|Comedy,"Tom Hanks, Brad Pitt",8.2
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,Scarlett Johansson,7.8
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,Morgan Freeman,3.6
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,"Jennifer Lawrence, Leonardo DiCaprio",4.7
590,Dances with Wolves (1990),Adventure|Drama|Western,"Robert De Niro, Leonardo DiCaprio",9.6
591,Tough and Deadly (1995),Action|Drama|Thriller,Steven Spielberg,6.5
592,Batman (1989),Action|Crime|Thriller,"Johnny Depp, Jack Nicholson, Brad Pitt",7.8
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,Audrey Hepburn,6.1
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,"Tom Hanks, Steven Spielberg",3.5
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,Robert De Niro,8.9
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,"Angelina Jolie, Tom Hanks, Clint Eastwood",3.1
597,Pretty Woman (1990),Comedy|Romance,"Angelina Jolie, Martin Scorsese, Scarlett Johansson",5.5
598,Window to Paris (Okno v Parizh) (1994),Comedy|Fantasy,"Jack Nicholson, Clint Eastwood, Emma Watson",8.3
599,"Wild Bunch, The (1969)",Adventure|Western,Tom Hanks,8.0
600,Love and a .45 (1994),Action|Comedy|Crime,"Steven Spielberg, Clint Eastwood, Scarlett Johansson",9.9
601,"Wooden Man's Bride, The (Yan shen) (1994)",Drama,"Scarlett Johansson, Martin Scorsese, Audrey Hepburn",9.5
602,"Great Day in Harlem, A (1994)",Documentary,"Al Pacino, Clint Eastwood",3.8
603,"Bye Bye, Love (1995)",Comedy,Martin Scorsese,3.9
604,Criminals (1996),Documentary,"Meryl Streep, Christopher Nolan, Robert De Niro",4.9
605,One Fine Day (1996),Drama|Romance,"Tom Cruise, Clint Eastwood",4.3
606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,"Meryl Streep, Tom Hanks",6.6
607,Century (1993),Drama,Steven Spielberg,4.6
608,Fargo (1996),Comedy|Crime|Drama|Thriller,"Emma Watson, Angelina Jolie",6.0
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,Christopher Nolan,8.7
